"Year","Month","Variable","Treatment","Value","Model"
2010,"Jul","mwcont_upper","Irrigated",0.86,"LPJGUESS"
2010,"Jun","maet","Irrigated",89.94,"LPJGUESS"
2010,"Jun","mevap","Irrigated",0,"LPJGUESS"
2010,"Jun","mgpp","Irrigated",0.183,"LPJGUESS"
2010,"Jun","mlai","Irrigated",5.236,"LPJGUESS"
2010,"Jun","mnee","Irrigated",-0.045,"LPJGUESS"
2010,"Jun","mnpp","Irrigated",0.121,"LPJGUESS"
2010,"Jun","mra","Irrigated",0.062,"LPJGUESS"
2010,"Jun","mrh","Irrigated",0.076,"LPJGUESS"
2010,"Jun","mrunoff","Irrigated",96.647,"LPJGUESS"
2010,"Jun","mwcont_lower","Irrigated",0.991,"LPJGUESS"
2010,"Jun","mwcont_upper","Irrigated",0.744,"LPJGUESS"
2010,"Mar","maet","Irrigated",3.125,"LPJGUESS"
2010,"Mar","mevap","Irrigated",21.309,"LPJGUESS"
2010,"Mar","mgpp","Irrigated",0.004,"LPJGUESS"
2010,"Mar","mlai","Irrigated",0.98,"LPJGUESS"
2010,"Mar","mnee","Irrigated",0.021,"LPJGUESS"
2010,"Mar","mnpp","Irrigated",0.002,"LPJGUESS"
2010,"Mar","mra","Irrigated",0.002,"LPJGUESS"
2010,"Mar","mrh","Irrigated",0.023,"LPJGUESS"
2010,"Mar","mrunoff","Irrigated",89.984,"LPJGUESS"
2010,"Mar","mwcont_lower","Irrigated",0.992,"LPJGUESS"
2010,"Mar","mwcont_upper","Irrigated",0.93,"LPJGUESS"
2010,"May","maet","Irrigated",73.211,"LPJGUESS"
2010,"May","mevap","Irrigated",0,"LPJGUESS"
2010,"May","mgpp","Irrigated",0.157,"LPJGUESS"
2010,"May","mlai","Irrigated",5.236,"LPJGUESS"
2010,"May","mnee","Irrigated",-0.051,"LPJGUESS"
2010,"May","mnpp","Irrigated",0.106,"LPJGUESS"
2010,"May","mra","Irrigated",0.051,"LPJGUESS"
2010,"May","mrh","Irrigated",0.056,"LPJGUESS"
2010,"May","mrunoff","Irrigated",29.553,"LPJGUESS"
2010,"May","mwcont_lower","Irrigated",0.992,"LPJGUESS"
2010,"May","mwcont_upper","Irrigated",0.788,"LPJGUESS"
2010,"Nov","maet","Irrigated",4.214,"LPJGUESS"
2010,"Nov","mevap","Irrigated",0,"LPJGUESS"
2010,"Nov","mgpp","Irrigated",0.001,"LPJGUESS"
2010,"Nov","mlai","Irrigated",5.236,"LPJGUESS"
2010,"Nov","mnee","Irrigated",0.03,"LPJGUESS"
2010,"Nov","mnpp","Irrigated",-0.006,"LPJGUESS"
2010,"Nov","mra","Irrigated",0.007,"LPJGUESS"
2010,"Nov","mrh","Irrigated",0.024,"LPJGUESS"
2010,"Nov","mrunoff","Irrigated",31.762,"LPJGUESS"
2010,"Nov","mwcont_lower","Irrigated",0.992,"LPJGUESS"
2010,"Nov","mwcont_upper","Irrigated",0.868,"LPJGUESS"
2010,"Oct","maet","Irrigated",24.204,"LPJGUESS"
2010,"Oct","mevap","Irrigated",0,"LPJGUESS"
2010,"Oct","mgpp","Irrigated",0.048,"LPJGUESS"
2010,"Oct","mlai","Irrigated",5.236,"LPJGUESS"
2010,"Oct","mnee","Irrigated",0.022,"LPJGUESS"
2010,"Oct","mnpp","Irrigated",0.025,"LPJGUESS"
2010,"Oct","mra","Irrigated",0.023,"LPJGUESS"
2010,"Oct","mrh","Irrigated",0.047,"LPJGUESS"
2010,"Oct","mrunoff","Irrigated",12.169,"LPJGUESS"
2010,"Oct","mwcont_lower","Irrigated",0.992,"LPJGUESS"
2010,"Oct","mwcont_upper","Irrigated",0.86,"LPJGUESS"
2010,"Sep","maet","Irrigated",47.536,"LPJGUESS"
2010,"Sep","mevap","Irrigated",0,"LPJGUESS"
2010,"Sep","mgpp","Irrigated",0.101,"LPJGUESS"
2010,"Sep","mlai","Irrigated",5.236,"LPJGUESS"
2010,"Sep","mnee","Irrigated",-0.002,"LPJGUESS"
2010,"Sep","mnpp","Irrigated",0.06,"LPJGUESS"
2010,"Sep","mra","Irrigated",0.041,"LPJGUESS"
2010,"Sep","mrh","Irrigated",0.057,"LPJGUESS"
2010,"Sep","mrunoff","Irrigated",47.668,"LPJGUESS"
2010,"Sep","mwcont_lower","Irrigated",0.991,"LPJGUESS"
2010,"Sep","mwcont_upper","Irrigated",0.65,"LPJGUESS"
2011,"Apr","maet","Irrigated",33.787,"LPJGUESS"
2011,"Apr","mevap","Irrigated",1.052,"LPJGUESS"
2011,"Apr","mgpp","Irrigated",0.062,"LPJGUESS"
2011,"Apr","mlai","Irrigated",5.425,"LPJGUESS"
2011,"Apr","mnee","Irrigated",0.002,"LPJGUESS"
2011,"Apr","mnpp","Irrigated",0.039,"LPJGUESS"
2011,"Apr","mra","Irrigated",0.023,"LPJGUESS"
2011,"Apr","mrh","Irrigated",0.041,"LPJGUESS"
2011,"Apr","mrunoff","Irrigated",40.071,"LPJGUESS"
2011,"Apr","mwcont_lower","Irrigated",0.992,"LPJGUESS"
2011,"Apr","mwcont_upper","Irrigated",0.88,"LPJGUESS"
2011,"Aug","maet","Irrigated",85.172,"LPJGUESS"
2011,"Aug","mevap","Irrigated",0,"LPJGUESS"
2011,"Aug","mgpp","Irrigated",0.164,"LPJGUESS"
2011,"Aug","mlai","Irrigated",5.757,"LPJGUESS"
2011,"Aug","mnee","Irrigated",-0.002,"LPJGUESS"
2011,"Aug","mnpp","Irrigated",0.1,"LPJGUESS"
2011,"Aug","mra","Irrigated",0.065,"LPJGUESS"
2011,"Aug","mrh","Irrigated",0.097,"LPJGUESS"
2011,"Aug","mrunoff","Irrigated",82.627,"LPJGUESS"
2011,"Aug","mwcont_lower","Irrigated",0.992,"LPJGUESS"
2011,"Aug","mwcont_upper","Irrigated",0.858,"LPJGUESS"
2011,"Dec","maet","Irrigated",0.784,"LPJGUESS"
2011,"Dec","mevap","Irrigated",6.585,"LPJGUESS"
2011,"Dec","mgpp","Irrigated",0,"LPJGUESS"
2011,"Dec","mlai","Irrigated",1.857,"LPJGUESS"
2011,"Dec","mnee","Irrigated",0.017,"LPJGUESS"
2011,"Dec","mnpp","Irrigated",-0.002,"LPJGUESS"
2011,"Dec","mra","Irrigated",0.002,"LPJGUESS"
2011,"Dec","mrh","Irrigated",0.015,"LPJGUESS"
2011,"Dec","mrunoff","Irrigated",57.893,"LPJGUESS"
2011,"Dec","mwcont_lower","Irrigated",0.992,"LPJGUESS"
2011,"Dec","mwcont_upper","Irrigated",0.959,"LPJGUESS"
2011,"Feb","maet","Irrigated",0,"LPJGUESS"
2011,"Feb","mevap","Irrigated",2.785,"LPJGUESS"
2011,"Feb","mgpp","Irrigated",0,"LPJGUESS"
2011,"Feb","mlai","Irrigated",0,"LPJGUESS"
2011,"Feb","mnee","Irrigated",0.01,"LPJGUESS"
2011,"Feb","mnpp","Irrigated",0,"LPJGUESS"
2011,"Feb","mra","Irrigated",0,"LPJGUESS"
2011,"Feb","mrh","Irrigated",0.01,"LPJGUESS"
2011,"Feb","mrunoff","Irrigated",24.73,"LPJGUESS"
2011,"Feb","mwcont_lower","Irrigated",0.992,"LPJGUESS"
2011,"Feb","mwcont_upper","Irrigated",0.851,"LPJGUESS"
2011,"Jan","maet","Irrigated",0,"LPJGUESS"
2011,"Jan","mevap","Irrigated",6.024,"LPJGUESS"
2011,"Jan","mgpp","Irrigated",0,"LPJGUESS"
2011,"Jan","mlai","Irrigated",0,"LPJGUESS"
2011,"Jan","mnee","Irrigated",0.009,"LPJGUESS"
2011,"Jan","mnpp","Irrigated",0,"LPJGUESS"
2011,"Jan","mra","Irrigated",0,"LPJGUESS"
2011,"Jan","mrh","Irrigated",0.009,"LPJGUESS"
2011,"Jan","mrunoff","Irrigated",0,"LPJGUESS"
2011,"Jan","mwcont_lower","Irrigated",0.992,"LPJGUESS"
2011,"Jan","mwcont_upper","Irrigated",0.839,"LPJGUESS"
2011,"Jul","maet","Irrigated",104.502,"LPJGUESS"
2011,"Jul","mevap","Irrigated",0,"LPJGUESS"
2011,"Jul","mgpp","Irrigated",0.146,"LPJGUESS"
2011,"Jul","mlai","Irrigated",5.757,"LPJGUESS"
2011,"Jul","mnee","Irrigated",0.018,"LPJGUESS"
2011,"Jul","mnpp","Irrigated",0.083,"LPJGUESS"
2011,"Jul","mra","Irrigated",0.063,"LPJGUESS"
2011,"Jul","mrh","Irrigated",0.102,"LPJGUESS"
2011,"Jul","mrunoff","Irrigated",114.164,"LPJGUESS"
2011,"Jul","mwcont_lower","Irrigated",0.991,"LPJGUESS"
2011,"Jul","mwcont_upper","Irrigated",0.761,"LPJGUESS"
2011,"Jun","maet","Irrigated",101.46,"LPJGUESS"
2011,"Jun","mevap","Irrigated",0,"LPJGUESS"
2011,"Jun","mgpp","Irrigated",0.153,"LPJGUESS"
2011,"Jun","mlai","Irrigated",5.757,"LPJGUESS"
2011,"Jun","mnee","Irrigated",-0.02,"LPJGUESS"
2011,"Jun","mnpp","Irrigated",0.095,"LPJGUESS"
2011,"Jun","mra","Irrigated",0.057,"LPJGUESS"
2011,"Jun","mrh","Irrigated",0.076,"LPJGUESS"
2011,"Jun","mrunoff","Irrigated",47.655,"LPJGUESS"
2011,"Jun","mwcont_lower","Irrigated",0.99,"LPJGUESS"
2011,"Jun","mwcont_upper","Irrigated",0.744,"LPJGUESS"
2011,"Mar","maet","Irrigated",1.711,"LPJGUESS"
2011,"Mar","mevap","Irrigated",29.438,"LPJGUESS"
2011,"Mar","mgpp","Irrigated",0.002,"LPJGUESS"
2011,"Mar","mlai","Irrigated",0.747,"LPJGUESS"
2011,"Mar","mnee","Irrigated",0.022,"LPJGUESS"
2011,"Mar","mnpp","Irrigated",0.001,"LPJGUESS"
2011,"Mar","mra","Irrigated",0.001,"LPJGUESS"
2011,"Mar","mrh","Irrigated",0.022,"LPJGUESS"
2011,"Mar","mrunoff","Irrigated",27.198,"LPJGUESS"
2011,"Mar","mwcont_lower","Irrigated",0.992,"LPJGUESS"
2011,"Mar","mwcont_upper","Irrigated",0.894,"LPJGUESS"
2011,"May","maet","Irrigated",72.381,"LPJGUESS"
2011,"May","mevap","Irrigated",0,"LPJGUESS"
2011,"May","mgpp","Irrigated",0.156,"LPJGUESS"
2011,"May","mlai","Irrigated",5.757,"LPJGUESS"
2011,"May","mnee","Irrigated",-0.051,"LPJGUESS"
2011,"May","mnpp","Irrigated",0.104,"LPJGUESS"
2011,"May","mra","Irrigated",0.051,"LPJGUESS"
2011,"May","mrh","Irrigated",0.053,"LPJGUESS"
2011,"May","mrunoff","Irrigated",31.198,"LPJGUESS"
2011,"May","mwcont_lower","Irrigated",0.991,"LPJGUESS"
2011,"May","mwcont_upper","Irrigated",0.729,"LPJGUESS"
2011,"Nov","maet","Irrigated",3.997,"LPJGUESS"
2011,"Nov","mevap","Irrigated",0,"LPJGUESS"
2011,"Nov","mgpp","Irrigated",0.001,"LPJGUESS"
2011,"Nov","mlai","Irrigated",5.757,"LPJGUESS"
2011,"Nov","mnee","Irrigated",0.033,"LPJGUESS"
2011,"Nov","mnpp","Irrigated",-0.007,"LPJGUESS"
2011,"Nov","mra","Irrigated",0.008,"LPJGUESS"
2011,"Nov","mrh","Irrigated",0.026,"LPJGUESS"
2011,"Nov","mrunoff","Irrigated",98.839,"LPJGUESS"
2011,"Nov","mwcont_lower","Irrigated",0.992,"LPJGUESS"
2011,"Nov","mwcont_upper","Irrigated",0.959,"LPJGUESS"
2011,"Oct","maet","Irrigated",21.71,"LPJGUESS"
2011,"Oct","mevap","Irrigated",0,"LPJGUESS"
2011,"Oct","mgpp","Irrigated",0.043,"LPJGUESS"
2011,"Oct","mlai","Irrigated",5.757,"LPJGUESS"
2011,"Oct","mnee","Irrigated",0.02,"LPJGUESS"
2011,"Oct","mnpp","Irrigated",0.021,"LPJGUESS"
2011,"Oct","mra","Irrigated",0.022,"LPJGUESS"
2011,"Oct","mrh","Irrigated",0.041,"LPJGUESS"
2011,"Oct","mrunoff","Irrigated",11.486,"LPJGUESS"
2011,"Oct","mwcont_lower","Irrigated",0.979,"LPJGUESS"
2011,"Oct","mwcont_upper","Irrigated",0.784,"LPJGUESS"
2011,"Sep","maet","Irrigated",49.402,"LPJGUESS"
2011,"Sep","mevap","Irrigated",0,"LPJGUESS"
2011,"Sep","mgpp","Irrigated",0.105,"LPJGUESS"
2011,"Sep","mlai","Irrigated",5.757,"LPJGUESS"
2011,"Sep","mnee","Irrigated",-0.017,"LPJGUESS"
2011,"Sep","mnpp","Irrigated",0.063,"LPJGUESS"
2011,"Sep","mra","Irrigated",0.042,"LPJGUESS"
2011,"Sep","mrh","Irrigated",0.046,"LPJGUESS"
2011,"Sep","mrunoff","Irrigated",15.688,"LPJGUESS"
2011,"Sep","mwcont_lower","Irrigated",0.983,"LPJGUESS"
2011,"Sep","mwcont_upper","Irrigated",0.545,"LPJGUESS"
2012,"Apr","maet","Irrigated",50.429,"LPJGUESS"
2012,"Apr","mevap","Irrigated",1.044,"LPJGUESS"
2012,"Apr","mgpp","Irrigated",0.106,"LPJGUESS"
2012,"Apr","mlai","Irrigated",5.315,"LPJGUESS"
2012,"Apr","mnee","Irrigated",-0.019,"LPJGUESS"
2012,"Apr","mnpp","Irrigated",0.069,"LPJGUESS"
2012,"Apr","mra","Irrigated",0.037,"LPJGUESS"
2012,"Apr","mrh","Irrigated",0.05,"LPJGUESS"
2012,"Apr","mrunoff","Irrigated",23.715,"LPJGUESS"
2012,"Apr","mwcont_lower","Irrigated",0.992,"LPJGUESS"
2012,"Apr","mwcont_upper","Irrigated",0.794,"LPJGUESS"
2012,"Aug","maet","Irrigated",71.231,"LPJGUESS"
2012,"Aug","mevap","Irrigated",1.812,"LPJGUESS"
2012,"Aug","mgpp","Irrigated",0.145,"LPJGUESS"
2012,"Aug","mlai","Irrigated",5.315,"LPJGUESS"
2012,"Aug","mnee","Irrigated",0.003,"LPJGUESS"
2012,"Aug","mnpp","Irrigated",0.087,"LPJGUESS"
2012,"Aug","mra","Irrigated",0.057,"LPJGUESS"
2012,"Aug","mrh","Irrigated",0.09,"LPJGUESS"
2012,"Aug","mrunoff","Irrigated",99.587,"LPJGUESS"
2012,"Aug","mwcont_lower","Irrigated",0.95,"LPJGUESS"
2012,"Aug","mwcont_upper","Irrigated",0.816,"LPJGUESS"
2012,"Dec","maet","Irrigated",1.371,"LPJGUESS"
2012,"Dec","mevap","Irrigated",3.763,"LPJGUESS"
2012,"Dec","mgpp","Irrigated",0,"LPJGUESS"
2012,"Dec","mlai","Irrigated",2.572,"LPJGUESS"
2012,"Dec","mnee","Irrigated",0.016,"LPJGUESS"
2012,"Dec","mnpp","Irrigated",-0.003,"LPJGUESS"
2012,"Dec","mra","Irrigated",0.003,"LPJGUESS"
2012,"Dec","mrh","Irrigated",0.013,"LPJGUESS"
2012,"Dec","mrunoff","Irrigated",8.324,"LPJGUESS"
2012,"Dec","mwcont_lower","Irrigated",0.947,"LPJGUESS"
2012,"Dec","mwcont_upper","Irrigated",0.671,"LPJGUESS"
2012,"Feb","maet","Irrigated",0.119,"LPJGUESS"
2012,"Feb","mevap","Irrigated",17.995,"LPJGUESS"
2012,"Feb","mgpp","Irrigated",0,"LPJGUESS"
2012,"Feb","mlai","Irrigated",0.09,"LPJGUESS"
2012,"Feb","mnee","Irrigated",0.017,"LPJGUESS"
2012,"Feb","mnpp","Irrigated",0,"LPJGUESS"
2012,"Feb","mra","Irrigated",0,"LPJGUESS"
2012,"Feb","mrh","Irrigated",0.017,"LPJGUESS"
2012,"Feb","mrunoff","Irrigated",17.174,"LPJGUESS"
2012,"Feb","mwcont_lower","Irrigated",0.992,"LPJGUESS"
2012,"Feb","mwcont_upper","Irrigated",0.82,"LPJGUESS"
2012,"Jan","maet","Irrigated",0,"LPJGUESS"
2012,"Jan","mevap","Irrigated",14.558,"LPJGUESS"
2012,"Jan","mgpp","Irrigated",0,"LPJGUESS"
2012,"Jan","mlai","Irrigated",0,"LPJGUESS"
2012,"Jan","mnee","Irrigated",0.016,"LPJGUESS"
2012,"Jan","mnpp","Irrigated",0,"LPJGUESS"
2012,"Jan","mra","Irrigated",0,"LPJGUESS"
2012,"Jan","mrh","Irrigated",0.016,"LPJGUESS"
2012,"Jan","mrunoff","Irrigated",21.974,"LPJGUESS"
2012,"Jan","mwcont_lower","Irrigated",0.992,"LPJGUESS"
2012,"Jan","mwcont_upper","Irrigated",0.911,"LPJGUESS"
2012,"Jul","maet","Irrigated",103.339,"LPJGUESS"
2012,"Jul","mevap","Irrigated",2.146,"LPJGUESS"
2012,"Jul","mgpp","Irrigated",0.125,"LPJGUESS"
2012,"Jul","mlai","Irrigated",5.315,"LPJGUESS"
2012,"Jul","mnee","Irrigated",0.019,"LPJGUESS"
2012,"Jul","mnpp","Irrigated",0.067,"LPJGUESS"
2012,"Jul","mra","Irrigated",0.058,"LPJGUESS"
2012,"Jul","mrh","Irrigated",0.086,"LPJGUESS"
2012,"Jul","mrunoff","Irrigated",18.933,"LPJGUESS"
2012,"Jul","mwcont_lower","Irrigated",0.928,"LPJGUESS"
2012,"Jul","mwcont_upper","Irrigated",0.569,"LPJGUESS"
2012,"Jun","maet","Irrigated",97.508,"LPJGUESS"
2012,"Jun","mevap","Irrigated",1.694,"LPJGUESS"
2012,"Jun","mgpp","Irrigated",0.139,"LPJGUESS"
2012,"Jun","mlai","Irrigated",5.315,"LPJGUESS"
2012,"Jun","mnee","Irrigated",-0.021,"LPJGUESS"
2012,"Jun","mnpp","Irrigated",0.083,"LPJGUESS"
2012,"Jun","mra","Irrigated",0.056,"LPJGUESS"
2012,"Jun","mrh","Irrigated",0.063,"LPJGUESS"
2012,"Jun","mrunoff","Irrigated",15.405,"LPJGUESS"
2012,"Jun","mwcont_lower","Irrigated",0.943,"LPJGUESS"
2012,"Jun","mwcont_upper","Irrigated",0.452,"LPJGUESS"
2012,"Mar","maet","Irrigated",22.605,"LPJGUESS"
2012,"Mar","mevap","Irrigated",8.132,"LPJGUESS"
2012,"Mar","mgpp","Irrigated",0.045,"LPJGUESS"
2012,"Mar","mlai","Irrigated",4.206,"LPJGUESS"
2012,"Mar","mnee","Irrigated",0.016,"LPJGUESS"
2012,"Mar","mnpp","Irrigated",0.027,"LPJGUESS"
2012,"Mar","mra","Irrigated",0.018,"LPJGUESS"
2012,"Mar","mrh","Irrigated",0.042,"LPJGUESS"
2012,"Mar","mrunoff","Irrigated",46.339,"LPJGUESS"
2012,"Mar","mwcont_lower","Irrigated",0.992,"LPJGUESS"
2012,"Mar","mwcont_upper","Irrigated",0.919,"LPJGUESS"
2012,"May","maet","Irrigated",88.67,"LPJGUESS"
2012,"May","mevap","Irrigated",0.781,"LPJGUESS"
2012,"May","mgpp","Irrigated",0.128,"LPJGUESS"
2012,"May","mlai","Irrigated",5.315,"LPJGUESS"
2012,"May","mnee","Irrigated",-0.038,"LPJGUESS"
2012,"May","mnpp","Irrigated",0.08,"LPJGUESS"
2012,"May","mra","Irrigated",0.048,"LPJGUESS"
2012,"May","mrh","Irrigated",0.042,"LPJGUESS"
2012,"May","mrunoff","Irrigated",10.134,"LPJGUESS"
2012,"May","mwcont_lower","Irrigated",0.981,"LPJGUESS"
2012,"May","mwcont_upper","Irrigated",0.372,"LPJGUESS"
2012,"Nov","maet","Irrigated",4.921,"LPJGUESS"
2012,"Nov","mevap","Irrigated",0.229,"LPJGUESS"
2012,"Nov","mgpp","Irrigated",0.002,"LPJGUESS"
2012,"Nov","mlai","Irrigated",5.315,"LPJGUESS"
2012,"Nov","mnee","Irrigated",0.027,"LPJGUESS"
2012,"Nov","mnpp","Irrigated",-0.006,"LPJGUESS"
2012,"Nov","mra","Irrigated",0.008,"LPJGUESS"
2012,"Nov","mrh","Irrigated",0.021,"LPJGUESS"
2012,"Nov","mrunoff","Irrigated",3.354,"LPJGUESS"
2012,"Nov","mwcont_lower","Irrigated",0.947,"LPJGUESS"
2012,"Nov","mwcont_upper","Irrigated",0.594,"LPJGUESS"
2012,"Oct","maet","Irrigated",16.87,"LPJGUESS"
2012,"Oct","mevap","Irrigated",0.448,"LPJGUESS"
2012,"Oct","mgpp","Irrigated",0.028,"LPJGUESS"
2012,"Oct","mlai","Irrigated",5.315,"LPJGUESS"
2012,"Oct","mnee","Irrigated",0.022,"LPJGUESS"
2012,"Oct","mnpp","Irrigated",0.011,"LPJGUESS"
2012,"Oct","mra","Irrigated",0.017,"LPJGUESS"
2012,"Oct","mrh","Irrigated",0.033,"LPJGUESS"
2012,"Oct","mrunoff","Irrigated",5.479,"LPJGUESS"
2012,"Oct","mwcont_lower","Irrigated",0.951,"LPJGUESS"
2012,"Oct","mwcont_upper","Irrigated",0.594,"LPJGUESS"
2012,"Sep","maet","Irrigated",42.445,"LPJGUESS"
2012,"Sep","mevap","Irrigated",0.643,"LPJGUESS"
2012,"Sep","mgpp","Irrigated",0.09,"LPJGUESS"
2012,"Sep","mlai","Irrigated",5.315,"LPJGUESS"
2012,"Sep","mnee","Irrigated",-0.005,"LPJGUESS"
2012,"Sep","mnpp","Irrigated",0.052,"LPJGUESS"
2012,"Sep","mra","Irrigated",0.038,"LPJGUESS"
2012,"Sep","mrh","Irrigated",0.048,"LPJGUESS"
2012,"Sep","mrunoff","Irrigated",5.092,"LPJGUESS"
2012,"Sep","mwcont_lower","Irrigated",0.954,"LPJGUESS"
2012,"Sep","mwcont_upper","Irrigated",0.564,"LPJGUESS"
